date,user_name,user_loc,message,full_name,country,country_code,geo_code,longitud_mensaje,palabras,refinado,latitud,longitud,states,Polaridad,Subjetividad,Label
2020-10-08 05:03:35,MFFL_5,United States,"@tutweet @JoeBiden News flash: Pence, Biden, and Trump all smell like death. Why are a bunch of 75+ year-old white… https://t.co/iDDY48SJHK","Rowlett, TX",United States,US,[-96.544442  32.924258],139,21,"['news', 'flash', 'pence', 'biden', 'trump', 'smell', 'like', 'death', 'bunch']",-96.544442,32.924258,TX,0.0,0.0,Neutral
2020-10-08 05:01:43,CcriderJohn,United States,"Biden crosses 270 threshold in CNN's Electoral College outlook for first time 

https://t.co/GYPNHd4DED","Stockton, CA",United States,US,[-121.300425   37.980826],103,13,"['biden', 'crosses', 'threshold', 'cnn', 'electoral', 'college', 'outlook', 'first', 'time']",-121.300425,37.980826,CA,0.25,0.3333333333333333,Positiva
2020-10-08 04:45:31,HonestyTruthRaw,"California, USA","@Mike_Pence @realDonaldTrump
@KamalaHarris
@JoeBiden
“When I look at their plan that talks about advancing testing,… https://t.co/X1KCm2Cqt2","La Puente, CA",United States,US,[-117.95324   34.03326],140,16,"['look', 'plan', 'talks', 'advancing', 'testing']",-117.95324,34.03326,CA,0.0,0.0,Neutral
2020-10-08 04:44:14,RussOnPolitics,"New York, NY","Whoa. The big news is also that Biden is tied here. 

In 2016, Donald Trump won this rural upstate district by 15 p… https://t.co/MCbUKqVUbs","Queens, NY",United States,US,[-73.831188  40.67088 ],140,24,"['whoa', 'big', 'news', 'also', 'biden', 'tied', 'donald', 'trump', 'rural', 'upstate', 'district']",-73.831188,40.67088,NY,0.0,0.05,Neutral
2020-10-08 04:40:38,BradlyDECrabLvr,"Brooklyn, New York, USA","@JoeBiden @KamalaHarris Yes She Sure Did VP Joe Biden, as a Strong &amp; Confident Kamala Harris Stood Up to VP Mike Pe… https://t.co/8ANkx1W9IY","Brooklyn, NY",United States,US,[-73.948776  40.655138],144,23,"['yes', 'sure', 'joe', 'biden', 'strong', 'amp', 'confident', 'kamala', 'harris', 'stood', 'mike']",-73.948776,40.655138,NY,0.4777777777777778,0.8185185185185185,Positiva
2020-10-08 04:25:56,CarrilloPromo,"Colorado Springs, CO",@JoeBiden @KamalaHarris Yes she did!!  She intellectually sound and an Educated Black Woman in America!!   trumps w… https://t.co/ZmfUJegyEu,"Colorado, USA",United States,US,[-105.55089    38.997936],140,18,"['yes', 'intellectually', 'sound', 'educated', 'black', 'woman', 'america', 'trumps']",-105.55089,38.997936,CO,0.11666666666666668,0.4166666666666667,Positiva
2020-10-08 04:20:03,KLehneiswxguy,United States,"@KamalaHarris @JoeBiden You would NOT have shutdown FLIGHTS FROM CHINA or EUROPE! This saved over 500,000 American… https://t.co/1ErH10MnT6","Beavercreek, OH",United States,US,[-84.047553  39.727936],139,18,"['would', 'shutdown', 'flights', 'china', 'europe', 'saved']",-84.047553,39.727936,OH,0.0,0.0,Neutral
2020-10-08 04:19:42,GJmn0077,minneSooota ,@JoeBiden Joe Biden has been a known racist since before we even knew him. All the way back to the 70's and still t… https://t.co/aoqfCFlKkO,"Minneapolis, MN",United States,US,[-93.262046  44.97061 ],140,25,"['joe', 'biden', 'known', 'racist', 'since', 'even', 'knew', 'way', 'back', 'still']",-93.262046,44.97061,MN,0.0,0.0,Neutral
2020-10-08 04:08:14,ZeroSpinzone,"Delaware, USA","@KamalaHarris @JoeBiden Trump gives his entire $400,000 per year salary to charity... Joe Biden give $369 per year to charity.","Pike Creek, DE",United States,US,[-75.699457  39.736777],126,20,"['trump', 'gives', 'entire', 'per', 'year', 'salary', 'charity', 'joe', 'biden', 'give', 'per', 'year', 'charity']",-75.699457,39.736777,DE,0.0,0.625,Neutral
2020-10-08 03:58:05,gregoryhottal,"Los Angeles, CA",@Jillbiden46 @JoeBiden I voted Yesterday by mail for Joe Biden California ballot are now paper ballots not chads.,"Los Angeles, CA",United States,US,[-118.411906   34.02079 ],113,18,"['voted', 'yesterday', 'mail', 'joe', 'biden', 'california', 'ballot', 'paper', 'ballots', 'chads']",-118.411906,34.02079,CA,0.0,0.0,Neutral
2020-10-08 03:51:21,BigChrisSmack,"Houston, TX",@VoteBluePA @JoeBiden Politicians lie.  All of them.    Voting just blue is a huge problem.   Time to cut party pol… https://t.co/vGMmFf0wdl,"Houston, TX",United States,US,[-95.446486  29.838495],140,20,"['politicians', 'lie', 'voting', 'blue', 'huge', 'problem', 'time', 'cut', 'party']",-95.446486,29.838495,TX,0.20000000000000004,0.5,Positiva
2020-10-08 03:47:54,prairiepeach_,Nebraska,"@JoeBiden new campaign slogan idea:
They say “drain the swamp”?
We say “swat the flies”
I’m not Joe Biden but I approve this message.","Lincoln, NE",United States,US,[-96.696562  40.803235],133,24,"['new', 'campaign', 'slogan', 'idea', 'say', 'drain', 'swamp', 'say', 'swat', 'flies', 'joe', 'biden', 'approve', 'message']",-96.696562,40.803235,NE,0.13636363636363635,0.45454545454545453,Positiva
2020-10-08 03:46:21,Shawn__Duncan,United States,"@RealJamesWoods @SenKamalaHarris and @JoeBiden will not answer the question, will you pack the courts? The real que… https://t.co/n1tom5eqzL","Green Acres, WA",United States,US,[-117.143737   47.664707],140,18,"['answer', 'question', 'pack', 'courts', 'real']",-117.143737,47.664707,WA,0.2,0.30000000000000004,Positiva
2020-10-08 03:43:11,yutobatista,Panamá,"@KamalaHarris @JoeBiden You American voter, you will vote for a democrat candidate who weakens girls. JOE BIDEN tra… https://t.co/AnVEjcJX7Q",Panama,Panama,PA,[-80.095418   8.421673],140,19,"['american', 'voter', 'vote', 'democrat', 'candidate', 'weakens', 'girls', 'joe', 'biden']",-80.095418,8.421673,Non_USA,0.0,0.0,Neutral
2020-10-08 03:40:34,devingatton,"Wisconsin, USA","Had he done so, he might have gotten @JoeBiden to do what @KamalaHarris did tonight for me - get me to vote for… https://t.co/X2LE3f3cXG","Elkhorn, WI",United States,US,[-88.5282    42.673551],136,24,"['done', 'might', 'gotten', 'tonight', 'get', 'vote']",-88.5282,42.673551,WI,0.0,0.0,Neutral
2020-10-08 03:34:47,McCabeTJ,"Dakota Dunes, SD",@GlutenFreeGanja @HTTRWahoowa @JoeBiden Trump isn’t doing anything illegal. He is utilizing business tax deductions… https://t.co/seykFyw9QF,"Dakota Dunes, SD",United States,US,[-96.478398  42.501412],140,15,"['trump', 'anything', 'illegal', 'utilizing', 'business', 'tax']",-96.478398,42.501412,SD,-0.5,0.5,Negativa
2020-10-08 03:30:15,Cafe_Raul,Miami Fl USA,@JoeBiden Cubans for Joe Biden,"Miami, FL",United States,US,[-80.233328  25.782354],30,5,"['cubans', 'joe', 'biden']",-80.233328,25.782354,FL,0.0,0.0,Neutral
2020-10-08 03:29:42,bangcolt,"New Orleans, LA",@corvusglaive19 @toppr0sp3ct @ColinCowherd Has Joe Biden given anyone a reason to vote for him other than him not being Donald Trump?,"Lake Providence, LA",United States,US,[-91.190898  32.814938],133,21,"['joe', 'biden', 'given', 'anyone', 'reason', 'vote', 'donald', 'trump']",-91.190898,32.814938,LA,0.0,0.0,Neutral
2020-10-08 03:27:54,2kYungBoy,"Jackson, MS","This has been a weird ass 2020 presidential debate lately huh like wtf in mike pence eye 🤔🤨🧐

Donald Biden COVID CO… https://t.co/3lduwFAk1X","Greenville, MS",United States,US,[-91.044925  33.3936  ],140,23,"['weird', 'ass', 'presidential', 'debate', 'lately', 'huh', 'like', 'wtf', 'mike', 'pence', 'eye', 'donald', 'biden', 'covid']",-91.044925,33.3936,MS,-0.43333333333333335,0.8666666666666667,Negativa
2020-10-08 03:27:48,Poohintraining,"Los Angeles, CA","Nearly 500 generals, admirals endorse Joe Biden blast Donald Trump
https://t.co/2CZb2xQPDT","Los Angeles, CA",United States,US,[-118.411906   34.02079 ],90,11,"['nearly', 'generals', 'admirals', 'endorse', 'joe', 'biden', 'blast', 'donald', 'trump']",-118.411906,34.02079,CA,0.1,0.4,Positiva
2020-10-08 03:26:26,fowlmouthfarm,"Davie, FL",@JoeBiden Lying Joe Biden,"Davie, FL",United States,US,[-80.285189  26.07817 ],25,4,"['lying', 'joe', 'biden']",-80.285189,26.07817,FL,0.0,0.0,Neutral
2020-10-08 03:25:30,simonmesserly,"Parma, OH",@JoeBiden A Biden-Harris administration will make Trump pay his taxes!,"Parma, OH",United States,US,[-81.734812  41.384924],70,10,"['administration', 'make', 'trump', 'pay', 'taxes']",-81.734812,41.384924,OH,0.0,0.0,Neutral
2020-10-08 03:24:40,Elizabe03220700,Canada,"@MittRomney @UtahDebateCom @UUtah How do you as a LDS. choose who to lead?..it must be so difficult.i am LDS, live… https://t.co/0VW4ec3lhu","Hamilton, Ontario",Canada,CA,[-79.91352   43.260696],139,21,"['lds', 'choose', 'lead', 'must', 'lds']",-79.91352,43.260696,Non_USA,0.0,0.0,Neutral
2020-10-08 03:24:33,willydoss85,United States,@Carrie_Kelly17 @RobertZapp @T_muny @latimes Poor people pay taxes. Donald Trump doesn’t pay taxes. https://t.co/ExXRChyky9,"Alabama, USA",United States,US,[-86.680738  32.576227],123,14,"['poor', 'people', 'pay', 'taxes', 'donald', 'trump', 'pay', 'taxes']",-86.680738,32.576227,AL,-0.4,0.6,Negativa
2020-10-08 03:20:08,lroerig1255,"Durango, CO",@latimes It looks like Donald Trump at the first debate snarling at Biden and Chris Wallace.,"Brownsville, TX",United States,US,[-97.477426  25.972106],92,16,"['looks', 'like', 'donald', 'trump', 'first', 'debate', 'snarling', 'biden', 'chris', 'wallace']",-97.477426,25.972106,TX,0.25,0.3333333333333333,Positiva
2020-10-08 03:18:28,Walker1world,"Indianapolis, IN","@govkristinoem @ABC 8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the cou… https://t.co/cJdhNKVhc5","Indianapolis, IN",United States,US,[-86.142922  39.779562],140,21,"['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-08 03:14:07,Walker1world,"Indianapolis, IN","@benshapiro 8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court....… https://t.co/HFqXFsPLUE","Indianapolis, IN",United States,US,[-86.142922  39.779562],138,20,"['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-08 03:13:37,Walker1world,"Indianapolis, IN","@RyanAFournier 8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court...… https://t.co/lUVOQS67ug","Indianapolis, IN",United States,US,[-86.142922  39.779562],140,20,"['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-08 03:13:29,Walker1world,"Indianapolis, IN","8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court.... 

It is Day 8… https://t.co/FM6Ve5RAlr","Indianapolis, IN",United States,US,[-86.142922  39.779562],140,23,"['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court', 'day']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-08 03:13:12,Walker1world,"Indianapolis, IN","@realDonaldTrump @kimKBaltimore Huge win. 

8 days since the presidential  debate, Joe Biden still won't answer the… https://t.co/dIUJROLdfD","Indianapolis, IN",United States,US,[-86.142922  39.779562],140,17,"['huge', 'win', 'days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer']",-86.142922,39.779562,IN,0.6000000000000001,0.65,Positiva
2020-10-08 03:12:43,Evelyn69049833,"Atlanta, GA","@JoeBiden Please, Joe Biden don’t debate Donald Trump, because he is not well. He will get you sick and we won’t ha… https://t.co/P8uOz3CEWo","Atlanta, GA",United States,US,[-84.433106  33.767194],140,23,"['please', 'joe', 'biden', 'debate', 'donald', 'trump', 'well', 'get', 'sick']",-84.433106,33.767194,GA,-0.7142857142857143,0.8571428571428571,Negativa
2020-10-08 03:10:10,VariceA,Michigan,@JoeBiden 😂😂😂love you President Joe Biden,"Warren, MI",United States,US,[-83.026989  42.492846],41,6,"['president', 'joe', 'biden']",-83.026989,42.492846,MI,0.0,0.0,Neutral
2020-10-08 03:10:07,casaninopdx,"Portland, OR","@TomFitton @GenFlynn Did you see Barr was caught altering the Flynn documents? 

""Justice Department acknowledges ‘… https://t.co/zkV6sgIbFV","Portland, OR",United States,US,[-122.630908   45.536402],140,17,"['see', 'barr', 'caught', 'altering', 'flynn', 'documents', 'justice', 'department', 'acknowledges']",-122.630908,45.536402,OR,0.0,0.0,Neutral
2020-10-08 03:07:30,TheatreChat,USA,@JoeBiden we know you are ready! @KamalaHarris amazing! Take out the fly! This was #RBG coming back so you could sm… https://t.co/2iO6B5ihcH,"Washington, DC",United States,US,[-77.014398  38.898603],140,22,"['know', 'ready', 'amazing', 'take', 'fly', 'rbg', 'coming', 'back', 'could']",-77.014398,38.898603,DC,0.4,0.575,Positiva
2020-10-08 03:07:23,gainesberries,Mexico,"@bennyjohnson @KamalaHarris @JoeBiden Which is why she said JOE BIDEN, the guy who will be her boss, will not ban i… https://t.co/16BY3lvfuO","Puerto Vallarta, Jalisco",Mexico,MX,[-105.148581   20.697052],140,22,"['said', 'joe', 'biden', 'guy', 'boss', 'ban']",-105.148581,20.697052,Non_USA,0.0,0.0,Neutral
2020-10-08 03:03:47,envisionDave,"austin, tx","@JoeBiden @KamalaHarris You’re not Joe Biden, you’re a 20-something staffer. Joe was already in bed by 3:00 pm","Austin, TX",United States,US,[-97.754724  30.323346],110,18,"['joe', 'biden', 'staffer', 'joe', 'already', 'bed']",-97.754724,30.323346,TX,0.0,0.0,Neutral
2020-10-08 03:03:46,jammerx67,"Davenport, FL","@JoeBiden @KamalaHarris Since you’re up please defend this:  
  Joe Biden said that he would end fracking, during a… https://t.co/6hI1G6djuG","Florida, USA",United States,US,[-83.804475  27.698682],140,19,"['since', 'please', 'defend', 'joe', 'biden', 'said', 'would', 'end', 'fracking']",-83.804475,27.698682,FL,0.0,0.0,Neutral
2020-10-08 03:03:44,natfinn,10-0-11-0-0 by 0-2 FGC,"Who won? The truth sure didn't.

#VPDebate2020
#factchecking

https://t.co/JcdWemdxcU","Oregon, USA",United States,US,[-120.583402   44.145436],85,9,"['truth', 'sure', 'factchecking']",-120.583402,44.145436,OR,0.5,0.8888888888888888,Positiva
2020-10-08 03:02:27,Melmel624,United States,@T_S_P_O_O_K_Y @JoeBiden @KamalaHarris No one has to confirm Joe Biden gave the eulogy at Senator Byrds funeral...… https://t.co/xZto3GFn47,"West Virginia, USA",United States,US,[-80.181835  38.920142],139,18,"['one', 'confirm', 'joe', 'biden', 'gave', 'eulogy', 'senator', 'byrds', 'funeral']",-80.181835,38.920142,WV,0.0,0.0,Neutral
2020-10-08 03:01:35,rbestwebs,"West Palm Beach, FL",@platform_is @Is_DJT_Barabbas @kayms99 @charliekirk11 @POTUS @realDonaldTrump @JoeBiden @SenKamalaHarris Biden is t… https://t.co/LFzCCBELT7,"West Palm Beach, FL",United States,US,[-80.12262   26.721896],140,12,['biden'],-80.12262,26.721896,FL,0.0,0.0,Neutral
2020-10-08 02:52:44,MrOfficial73,Buffalo NY,@JoeBiden You are so two faced. Your new nickname should be chameleon Biden because you say whatever you Need to sa… https://t.co/PAquLziaG5,"New York, USA",United States,US,[-75.770041  42.746617],140,22,"['two', 'faced', 'new', 'nickname', 'chameleon', 'biden', 'say', 'whatever', 'need']",-75.770041,42.746617,NY,0.13636363636363635,0.45454545454545453,Positiva
2020-10-08 02:52:22,KLehneiswxguy,United States,"@ABC @KamalaHarris @JoeBiden MORE LIES by Kamala Harris! Trump has repeatedly condemned White Supremacists, Neo-Naz… https://t.co/WY3MepWnSC","Beavercreek, OH",United States,US,[-84.047553  39.727936],140,16,"['lies', 'kamala', 'harris', 'trump', 'repeatedly', 'condemned', 'white', 'supremacists']",-84.047553,39.727936,OH,0.0,0.0,Neutral
2020-10-08 02:51:48,DanLeach971,"Walled Lake, Michigan","HONEST QUESTION: If you had your choice voting for Donald Trump, Joe Biden, or the Fly who gets your check mark","Walled Lake, MI",United States,US,[-83.482855  42.542139],111,21,"['honest', 'question', 'choice', 'voting', 'donald', 'trump', 'joe', 'biden', 'fly', 'gets', 'check', 'mark']",-83.482855,42.542139,MI,0.7,0.9,Positiva
2020-10-08 02:51:21,csherburne7,"Powder Springs, GA",@cami_cecelia @m_dot_wash It was an honest mistake that you’re looking too deep into 😂 Every day you hear people sa… https://t.co/KAvVozU0Ew,"Powder Springs, GA",United States,US,[-84.683885  33.865068],140,21,"['honest', 'mistake', 'looking', 'deep', 'every', 'day', 'hear', 'people']",-84.683885,33.865068,GA,0.3,0.65,Positiva
2020-10-08 02:49:08,union1484,"California, USA",Increasing workers’ rights to unionize &amp; collectively bargain will be an essential component of the @JoeBiden-… https://t.co/AIGQpHCe3f,"California, USA",United States,US,[-119.306608   37.269176],139,17,"['increasing', 'workers', 'rights', 'unionize', 'amp', 'collectively', 'bargain', 'essential', 'component']",-119.306608,37.269176,CA,0.0,0.3,Neutral
2020-10-08 02:47:33,JoaoEnsina,"Valença,bahia  Brasil",@JoeBiden @KamalaHarris how to draw joe biden in honor of step by step #joebiden #JoeBidenForPresident2020… https://t.co/WFk2eAciv6,"Valença, Brasil",Brazil,BR,[-39.205774 -13.400497],131,16,"['draw', 'joe', 'biden', 'honor', 'step', 'step', 'joebiden']",-39.205774,-13.400497,Non_USA,0.0,0.0,Neutral
2020-10-08 02:43:42,callmejre,Nnobi✈️Arlington✈️DC,Please Joe Biden do not F this up. The election is literally in your hands. Only you can ruin this. @JoeBiden,"Washington, DC",United States,US,[-77.014398  38.898603],109,21,"['please', 'joe', 'biden', 'election', 'literally', 'hands', 'ruin']",-77.014398,38.898603,DC,0.0,0.0,Neutral
2020-10-08 02:33:54,Kevin_Bogart,"Portland, ME","I really hate Donald Trump, Mike Pence, Joe Biden, and Kamala Harris.","Portland, ME",United States,US,[-70.292545  43.696187],69,12,"['really', 'hate', 'donald', 'trump', 'mike', 'pence', 'joe', 'biden', 'kamala', 'harris']",-70.292545,43.696187,ME,-0.8,0.9,Negativa
2020-10-08 02:32:35,titorolo,United States,"Even though I am pro Joe Biden and Senator Harris, I prefer Mike Pense over Donald Trump. At least you can hear the… https://t.co/2m8rpSoVTg","Detroit, MI",United States,US,[-83.099288  42.352786],140,24,"['even', 'though', 'pro', 'joe', 'biden', 'senator', 'harris', 'prefer', 'mike', 'pense', 'donald', 'trump', 'least', 'hear']",-83.099288,42.352786,MI,-0.3,0.4,Negativa
2020-10-08 02:32:32,HookerShirley,Arizona,“Your party has spent the last 3 1/2 years trying to overturn the results of the last election … when Joe Biden was… https://t.co/1audd3zFAD,"Virginia, USA",United States,US,[-79.420865  38.003376],140,24,"['party', 'spent', 'last', 'years', 'trying', 'overturn', 'results', 'last', 'election', 'joe', 'biden']",-79.420865,38.003376,VA,-0.03333333333333333,0.07777777777777778,Negativa
2020-10-08 02:32:06,Chienreaver,Colorado,@JoeBiden thank you harris tonight you have shown me your not ready to be VP and gave me more reasons why biden sho… https://t.co/0txaADR42I,"Security, CO",United States,US,[-104.724865   38.749673],140,24,"['thank', 'harris', 'tonight', 'shown', 'ready', 'gave', 'reasons', 'biden']",-104.724865,38.749673,CO,0.2,0.5,Positiva
2020-10-08 02:31:51,animalfriend1,Fl,"@JoeBiden @KamalaHarris Keeps being interrupted just like trump did to you,why isn't kamala rebutting that bullshit… https://t.co/2Uvy175r1k","Florida, USA",United States,US,[-83.804475  27.698682],140,17,"['keeps', 'interrupted', 'like', 'trump', 'kamala', 'rebutting']",-83.804475,27.698682,FL,0.0,0.0,Neutral
2020-10-08 02:30:15,tamia_dunlap,"Homewood, AL","Kyle, honey, Donald Trump has condemned white supremacy repeatedly. Maybe Joe Biden should condemn them now conside… https://t.co/5dwb38Agpa","Birmingham, AL",United States,US,[-86.793917  33.542238],140,18,"['kyle', 'honey', 'donald', 'trump', 'condemned', 'white', 'supremacy', 'repeatedly', 'maybe', 'joe', 'biden', 'condemn']",-86.793917,33.542238,AL,0.0,0.0,Neutral
2020-10-08 02:28:42,Ben_M_Berry,"Columbus, OH","Pence: “Donald Trump has launched a movement of everyday people”....

... to vote for Joe Biden","Newton, MA",United States,US,[-71.213682  42.325392],95,16,"['pence', 'donald', 'trump', 'launched', 'movement', 'everyday', 'people', 'vote', 'joe', 'biden']",-71.213682,42.325392,MA,-0.2,0.6,Negativa
2020-10-08 02:28:40,tomfeddor,"Printers Row/South Loop - Chicago, IL - U.S.A","Join me in supporting Joe Biden @KamalaHarris @JoeBiden #VOTE #VPDebate #VPDebate2020 
#BidenHarris2020 #Biden2020… https://t.co/ijTcCx4R8y","Chicago, IL",United States,US,[-87.732013  41.833584],139,14,"['join', 'supporting', 'joe', 'biden', 'vote', 'vpdebate']",-87.732013,41.833584,IL,0.25,0.25,Positiva
2020-10-08 02:25:54,KevinMLevy,"Philadelphia, PA","Joe Biden has gathered a broad bipartisan coalition of national security, foreign policy, and elder statesmen to su… https://t.co/24844IWgdl","Philadelphia, PA",United States,US,[-75.117998  40.004866],140,19,"['joe', 'biden', 'gathered', 'broad', 'bipartisan', 'coalition', 'national', 'security', 'foreign', 'policy', 'elder', 'statesmen']",-75.117998,40.004866,PA,-0.03125,0.21875,Negativa
2020-10-08 02:23:37,TraitorTrumpKFC,Southern Cali,"""If u add up the states that are currently rated as solidly Biden (203 electoral votes) + those leaning Biden (87 e… https://t.co/Rl7kr1ZQKg","Costa Mesa, CA",United States,US,[-117.905645   33.663608],140,23,"['add', 'states', 'currently', 'rated', 'solidly', 'biden', 'electoral', 'votes', 'leaning', 'biden']",-117.905645,33.663608,CA,0.0,0.25,Neutral
2020-10-08 02:22:20,IGotChue,United States,@JoeBiden @realDonaldTrump @FoxNews JOE Biden will represent everyone equally especially if they use #geeyourhairsmellsterrific,"Redding, CA",United States,US,[-122.360053   40.553994],127,14,"['joe', 'biden', 'represent', 'everyone', 'equally', 'especially', 'use', 'geeyourhairsmellsterrific']",-122.360053,40.553994,CA,0.0,1.0,Neutral
2020-10-08 02:20:56,janbhess,"Lake Helen, Fl",@sherlin_melissa @Survivor_JohnS @cher @JoeBiden Yesterday I heard  Biden repeatedly say the police dept. needs mor… https://t.co/F7VROnhAXA,"Lake Helen, FL",United States,US,[-81.231866  28.986238],140,16,"['yesterday', 'heard', 'biden', 'repeatedly', 'say', 'police', 'dept', 'needs']",-81.231866,28.986238,FL,0.0,0.0,Neutral
2020-10-08 02:15:49,LovelyLocLady,DC Metro,@JoeBiden #CatholicsForBiden #BidenHarris2020 I can’t take wait to vote for Joe Biden and @KamalaHarris ! #VPDebate,"Silver Spring, MD",United States,US,[-77.017853  39.008349],115,16,"['catholicsforbiden', 'take', 'wait', 'vote', 'joe', 'biden', 'vpdebate']",-77.017853,39.008349,MD,0.0,0.0,Neutral
2020-10-08 02:15:27,JacobAndrewBaum,"Washington, DC","No, Breonna Taylor never got justice. Kamala Harris and Joe Biden are fighting for that justice. Mike Pence ans Don… https://t.co/wPWurk1pV4","Washington, DC",United States,US,[-77.014398  38.898603],140,21,"['breonna', 'taylor', 'never', 'got', 'justice', 'kamala', 'harris', 'joe', 'biden', 'fighting', 'justice', 'mike', 'pence', 'ans']",-77.014398,38.898603,DC,0.0,0.0,Neutral
2020-10-08 02:13:53,MarkDaVinciGrp,"Washington, D.C.",@JoeBiden Bullshit! https://t.co/oWs6thLu4V,"Virginia, USA",United States,US,[-79.420865  38.003376],43,3,['bullshit'],-79.420865,38.003376,VA,0.0,0.0,Neutral
2020-10-08 02:12:49,tr_williams,Wisconsin,Oh you’re voting for Joe Biden smart move. I won’t tell anybody. I know you couldn’t mean Donald Trump who tramples… https://t.co/a4Aa56IG7N,"Johnson Creek, WI",United States,US,[-88.771051  43.083272],140,22,"['voting', 'joe', 'biden', 'smart', 'move', 'tell', 'anybody', 'know', 'mean', 'donald', 'trump']",-88.771051,43.083272,WI,-0.04910714285714286,0.6651785714285714,Negativa
2020-10-08 02:12:42,kiranjoyv,"Toronto, Ontario",@JoeBiden and @KamalaHarris should stop ducking the #courtpacking issue https://t.co/isvPu9HViO,"Vaughan, Ontario",Canada,CA,[-79.565792  43.837104],95,10,"['stop', 'ducking', 'courtpacking', 'issue']",-79.565792,43.837104,Non_USA,0.0,0.0,Neutral
2020-10-08 02:11:30,EdwardLGall1,United States,@nowthisnews Kamala Harris is still filled in the lies against Mike Pence and President Donald Trump ! This I belie… https://t.co/u3W0ZAObju,"New Bern, NC",United States,US,[-77.085747  35.120205],140,21,"['kamala', 'harris', 'still', 'filled', 'lies', 'mike', 'pence', 'president', 'donald', 'trump']",-77.085747,35.120205,NC,0.4,0.9,Positiva
2020-10-08 02:11:00,KatJohnson69,"Colorado Springs, CO",@KamalaHarris @JoeBiden @realDonaldTrump @VP explain this away!  Truth from your own lips. THESE ARE THE FACTS!… https://t.co/LnI3ja5S1m,"Colorado Springs, CO",United States,US,[-104.789327   38.888518],136,17,"['explain', 'away', 'truth', 'lips', 'facts']",-104.789327,38.888518,CO,0.0,0.0,Neutral
2020-10-08 02:09:38,Dantethecomic,Followed by @BarackObama,My vote for Biden is a vote that I’m hoping he goes to see his Catholic relatives in heaven in February so that I h… https://t.co/MZALl2nCbE,"Los Angeles, CA",United States,US,[-118.411906   34.02079 ],140,26,"['vote', 'biden', 'vote', 'hoping', 'goes', 'see', 'catholic', 'relatives', 'heaven', 'february']",-118.411906,34.02079,CA,0.0,0.1,Neutral
2020-10-08 02:05:05,toomes_james,United States,@JoeBiden Mr.Biden the debate Moderators Don’t have control. Trump and Pence don’t stop when ask !!!,"Lancaster, CA",United States,US,[-118.163276   34.685827],100,16,"['debate', 'moderators', 'control', 'trump', 'pence', 'stop', 'ask']",-118.163276,34.685827,CA,0.0,0.0,Neutral
2020-10-08 02:02:46,ericsomers,Minneapolis / Chicago,Donald Trump does not respect US military members or Veterans.  Biden’s son actually served! He gets it! #VPDebate,"Minneapolis, MN",United States,US,[-93.262046  44.97061 ],114,18,"['donald', 'trump', 'respect', 'military', 'members', 'veterans', 'biden', 'son', 'actually', 'served', 'gets', 'vpdebate']",-93.262046,44.97061,MN,-0.05,0.1,Negativa
2020-10-08 02:02:29,RevChuckCurrie,"Portland, Oregon",Donald Trump believes that Mike Pence’s son is a loser. Joe Biden and Kamala Harris don't. #VPDebate,"Portland, OR",United States,US,[-122.630908   45.536402],100,17,"['donald', 'trump', 'believes', 'mike', 'pence', 'son', 'loser', 'joe', 'biden', 'kamala', 'harris', 'vpdebate']",-122.630908,45.536402,OR,0.0,0.0,Neutral
2020-10-08 02:01:50,CaseyLind,"Colorado, USA",@Jennifer2Flower @ravenlenore01 @KamalaHarris @JoeBiden I realize you're getting very used to lying from Trump but… https://t.co/nxLWKCe4dS,"Colorado, USA",United States,US,[-105.55089    38.997936],139,16,"['realize', 'getting', 'used', 'lying', 'trump']",-105.55089,38.997936,CO,0.0,0.0,Neutral
2020-10-08 02:01:22,EmilyGutwein,"Indiana, USA",Joe Biden and Kamala Harris do not have a platform for their campaign. They don’t have plans. Kamala’s answer to ev… https://t.co/CUbIB87ker,"Rensselaer, IN",United States,US,[-87.149995  40.940886],140,22,"['joe', 'biden', 'kamala', 'harris', 'platform', 'campaign', 'plans', 'kamala', 'answer']",-87.149995,40.940886,IN,0.0,0.0,Neutral
2020-10-08 02:00:58,ffflygirl,"Charlotte, NC",i wld pay to hear Pence call trump just Donald .... like Kamala call Biden Joe when she talks abt him @KamalaHarris @VP,"Matthews, NC",United States,US,[-80.709226  35.127241],119,23,"['wld', 'pay', 'hear', 'pence', 'call', 'trump', 'donald', 'like', 'kamala', 'call', 'biden', 'joe', 'talks', 'abt']",-80.709226,35.127241,NC,0.0,0.0,Neutral
