user_name,message,refinado,nLabel,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
GeoffRBennett,NEWS: Biden campaign on virtual debate: “Vice President Biden looks forward to speaking directly to the American pe… https://t.co/i1oMDp9zbT,"['news', 'biden', 'campaign', 'virtual', 'debate', 'vice', 'president', 'biden', 'looks', 'forward', 'speaking', 'directly', 'american']",0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0
RayRaypalinkas,Kamala Harris says I am speaking no Kamala  you’re lying that’s what you’re doing you said Biden was not going to r… https://t.co/oyW10uck3f,"['kamala', 'harris', 'says', 'speaking', 'kamala', 'lying', 'said', 'biden', 'going']",0,0.298,0.702,0.0,-0.5267,2.0,2.0,5.0,0.0,1.0
Walker1world,"@oliteheart @sandstock 9 days since the presidential  debate, Joe Biden still won't answer the if he will pack the… https://t.co/ewM2fYZHta","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@callynt 9 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court.... 

It… https://t.co/u0xcMwiTOC","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@KatiePavlich @Paulhardingjr 9 days since the presidential  debate, Joe Biden still won't answer the if he will pac… https://t.co/8OiAuEAnbL","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@sirhottest 9 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court....… https://t.co/1xDobTGpGt","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0
Walker1world,"@CopJrCliff 9 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court....… https://t.co/i1j2o8gsuo","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@RipTorn18 9 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court....… https://t.co/57EH2syQuR","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
KBTXRusty,"NEWS ALERT: The next presidential debate will be virtual.

https://t.co/zDkkja8zeD","['news', 'alert', 'next', 'presidential', 'debate', 'virtual']",0,0.0,0.694,0.306,0.296,2.0,0.0,1.0,1.0,0.0
Padraig_McCann,"I wouldn't trust a virtual debate. #Election2020 #Debates2020
https://t.co/hH1Nr2lJvc","['would', 'trust', 'virtual', 'debate']",0,0.0,0.476,0.524,0.5106,2.0,1.0,2.0,1.0,0.0
TaylorPopielarz,"Just in:

“The second presidential debate between President Donald Trump and Democratic nominee Joe Biden will take… https://t.co/mBLQyxoOmG","['second', 'presidential', 'debate', 'president', 'donald', 'trump', 'democratic', 'nominee', 'joe', 'biden']",0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
Jmacnichol,@DefragJoe @JoeBiden HUGE tax break to corporations and rich is the problem with the trump plan. Corporations and u… https://t.co/dGM25UWu73,"['huge', 'tax', 'break', 'corporations', 'rich', 'problem', 'trump', 'plan', 'corporations']",1,0.185,0.411,0.404,0.4939,3.0,0.0,1.0,1.0,0.0
Welligan,And when Joe Biden and Donald Trump ignored a male moderator last week that was ______? Is it still white privilege… https://t.co/hhAi3NEDW0,"['joe', 'biden', 'donald', 'trump', 'ignored', 'male', 'moderator', 'last', 'week', 'still', 'white']",0,0.187,0.813,0.0,-0.3182,3.0,1.0,2.0,1.0,2.0
BillAdkinsKY,The Trump Depression will continue well into the Biden administration - but it will still be the Trump Depression.… https://t.co/WbPVXAVOLz,"['trump', 'depression', 'continue', 'well', 'biden', 'administration', 'still', 'trump']",0,0.314,0.508,0.178,-0.3818,2.0,1.0,1.0,0.0,1.0
MrNashvilleTalk,In the next debate Trump needs to serve @JoeBiden his final blow. He needs to also jar him then stand back because… https://t.co/9gfLE274q4,"['next', 'debate', 'trump', 'needs', 'serve', 'final', 'blow', 'needs', 'also', 'jar', 'stand', 'back']",0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0
larryrstreet,@JamesieK @GOPisComplicit @pastormarkburns @realDonaldTrump @JoeBiden Biden interrupted only 10 times less than did… https://t.co/SUvZmDwC9O,"['biden', 'interrupted', 'times', 'less']",-1,0.423,0.577,0.0,-0.296,3.0,0.0,1.0,0.0,2.0
JohnnyBarrenti1,@JoeBiden Joe Biden big nut vote Trump save the US,"['joe', 'biden', 'big', 'nut', 'vote', 'trump', 'save']",0,0.0,0.652,0.348,0.4939,2.0,0.0,1.0,1.0,0.0
martinyemi,@JeffTheGK @JoeBiden @TheDemocrats @NanHayworth @freedomfirstnet There's a psychological term for what you're doing… https://t.co/Dg781YRtkQ,"['psychological', 'term']",0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
jaswale,Text TRUMP to 88022! I stand with Donald Trump! https://t.co/S2XY4ir7jr,"['text', 'trump', 'stand', 'donald', 'trump']",0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
jaswale,Text TRUMP to 88022! I stand with Donald Trump! https://t.co/wfbfw7g49p,"['text', 'trump', 'stand', 'donald', 'trump']",0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
LauraHalm1011,"The meeting, which was far more civil than last week’s chaotic faceoff between President Donald Trump and Democrat… https://t.co/6Ns0UjK9iN","['meeting', 'far', 'civil', 'last', 'week', 'chaotic', 'faceoff', 'president', 'donald', 'trump']",1,0.262,0.738,0.0,-0.4939,2.0,0.0,1.0,2.0,1.0
tim_mcbreen,"@glennkirschner2 @Michell45129550 @JoeBiden Joe Biden, like President Obama, will have to spend a large amount of t… https://t.co/8BDF1hKyS6","['joe', 'biden', 'like', 'president', 'obama', 'spend', 'large', 'amount']",1,0.0,0.737,0.263,0.3612,2.0,0.0,1.0,1.0,0.0
gntlman,Biden: ‘I Am No More a Socialist or a Communist Than Donald Trump Is …’ https://t.co/ZP20XeU3O7,"['biden', 'socialist', 'communist', 'donald', 'trump']",0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
truthserum48,@nytopinion @EastTraveler @JoeBiden Any news outlet that is reputable &amp; honest &amp; all Americans with half a brain wo… https://t.co/dD300cNW63,"['news', 'outlet', 'reputable', 'amp', 'honest', 'amp', 'americans', 'half', 'brain']",1,0.0,0.708,0.292,0.5106,2.0,0.0,1.0,2.0,0.0
frank44h,"@JoeBiden  Fact checking Pence VP!
1) Biden will not raise tax on middle class 2) Pandemic could have been controll… https://t.co/hcJu5vAexI","['fact', 'checking', 'pence', 'biden', 'raise', 'tax', 'middle', 'class', 'pandemic', 'could']",0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0
AdamBantfield,@JoeBiden Joe Biden the reputation stan!,"['joe', 'biden', 'reputation', 'stan']",0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Faithb55,"@JoeBiden @KamalaHarris Joe Biden, Kamala Harris did not do a good job, she lied a lot and you both lie often. The… https://t.co/daLkmjJY2n","['joe', 'biden', 'kamala', 'harris', 'good', 'job', 'lied', 'lot', 'lie', 'often']",1,0.193,0.593,0.215,0.0772,2.0,1.0,3.0,1.0,1.0
john_brimberry,@DavidJHarrisJr @JoeBiden @KamalaHarris This Is The Same Woman Who Said Joe Biden Was A Racist B/C Of His Position… https://t.co/FFfMF6C7u0,"['woman', 'said', 'joe', 'biden', 'racist']",0,0.5,0.5,0.0,-0.6124,2.0,1.0,2.0,1.0,0.0
markjleo1,"@the_exception @AOC @Mike_Pence BREAKING: ‘Above photo is confirmed as group @JoeBiden was waving to, exiting his P… https://t.co/kUwQf9kYp0","['breaking', 'photo', 'confirmed', 'group', 'waving', 'exiting']",1,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0
Sheilawarner20,@JoeBiden Mr Biden I hope you understand why trump wants you to appear in the next debate it’s because he wants to… https://t.co/m6dbG0dsbX,"['biden', 'hope', 'understand', 'trump', 'wants', 'appear', 'next', 'debate', 'wants']",1,0.0,0.734,0.266,0.4404,2.0,1.0,3.0,1.0,1.0
studog25,@JoeBiden @KamalaHarris Anyone who believes Joe Biden wrote this tweet raise their hand.,"['anyone', 'believes', 'joe', 'biden', 'wrote', 'tweet', 'raise', 'hand']",0,0.0,0.686,0.314,0.4939,2.0,2.0,3.0,1.0,0.0
soonerdreams,"@renato_mariotti Joe Biden should not be subjected to a contagious, Covid 19 infected Donald Trump! If it were reve… https://t.co/yo3jXa5hAp","['joe', 'biden', 'subjected', 'contagious', 'covid', 'infected', 'donald', 'trump']",0,0.483,0.517,0.0,-0.6808,3.0,1.0,3.0,1.0,1.0
neal_cfneal9,"@nelsonrbonilla @lbm1974 @JoeBiden You are not a Republican if you vote for a racist, who believes in isolationism… https://t.co/GHQYPIQIQ7","['republican', 'vote', 'racist', 'believes']",0,0.571,0.429,0.0,-0.6124,2.0,2.0,2.0,1.0,1.0
tsmorrison45,Text TRUMP to 88022! I stand with Donald Trump! https://t.co/HFQm4uPzxt,"['text', 'trump', 'stand', 'donald', 'trump']",0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
Charenity,Happiness is reading news that puts SC in the BLUE light! We can do this #BlueWave2020 #TheResistance… https://t.co/rQ4DZAaMDx,"['happiness', 'reading', 'news', 'puts', 'blue', 'light']",1,0.0,0.581,0.419,0.5574,2.0,1.0,3.0,0.0,0.0
Mylesvance09,@wanetadawn @VoteBluePA @JoeBiden Friends as well. We want change. Just like Joe Biden wants change,"['friends', 'well', 'want', 'change', 'like', 'joe', 'biden', 'wants', 'change']",1,0.0,0.357,0.643,0.7906,2.0,1.0,2.0,1.0,0.0
PinchasAlfasi2,Joe Biden Jr Policies in Blue  President Donald J Trump in Red Joe Bidens Policies Killing Babies -Abortions .Defun… https://t.co/JRNxEfTWTS,"['joe', 'biden', 'policies', 'blue', 'president', 'donald', 'trump', 'red', 'joe', 'bidens', 'policies', 'killing', 'babies']",0,0.268,0.732,0.0,-0.6597,2.0,0.0,0.0,0.0,0.0
CreekPoplar,"@JoeBiden @Alyssa_Milano I LOVE how fast the Biden team responded to this! It is a very good sign for the future, a… https://t.co/539Xyuru9k","['love', 'fast', 'biden', 'team', 'responded', 'good', 'sign', 'future']",1,0.0,0.458,0.542,0.7964,2.0,1.0,4.0,1.0,2.0
MFFL_5,"@tutweet @JoeBiden News flash: Pence, Biden, and Trump all smell like death. Why are a bunch of 75+ year-old white… https://t.co/iDDY48SJHK","['news', 'flash', 'pence', 'biden', 'trump', 'smell', 'like', 'death', 'bunch']",0,0.291,0.522,0.187,-0.34,2.0,0.0,1.0,1.0,1.0
CcriderJohn,"Biden crosses 270 threshold in CNN's Electoral College outlook for first time 

https://t.co/GYPNHd4DED","['biden', 'crosses', 'threshold', 'cnn', 'electoral', 'college', 'outlook', 'first', 'time']",1,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
HonestyTruthRaw,"@Mike_Pence @realDonaldTrump
@KamalaHarris
@JoeBiden
“When I look at their plan that talks about advancing testing,… https://t.co/X1KCm2Cqt2","['look', 'plan', 'talks', 'advancing', 'testing']",0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
RussOnPolitics,"Whoa. The big news is also that Biden is tied here. 

In 2016, Donald Trump won this rural upstate district by 15 p… https://t.co/MCbUKqVUbs","['whoa', 'big', 'news', 'also', 'biden', 'tied', 'donald', 'trump', 'rural', 'upstate', 'district']",0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0
BradlyDECrabLvr,"@JoeBiden @KamalaHarris Yes She Sure Did VP Joe Biden, as a Strong &amp; Confident Kamala Harris Stood Up to VP Mike Pe… https://t.co/8ANkx1W9IY","['yes', 'sure', 'joe', 'biden', 'strong', 'amp', 'confident', 'kamala', 'harris', 'stood', 'mike']",1,0.0,0.378,0.622,0.8885,2.0,1.0,1.0,1.0,1.0
CarrilloPromo,@JoeBiden @KamalaHarris Yes she did!!  She intellectually sound and an Educated Black Woman in America!!   trumps w… https://t.co/ZmfUJegyEu,"['yes', 'intellectually', 'sound', 'educated', 'black', 'woman', 'america', 'trumps']",1,0.0,0.541,0.459,0.6249,3.0,1.0,2.0,1.0,1.0
KLehneiswxguy,"@KamalaHarris @JoeBiden You would NOT have shutdown FLIGHTS FROM CHINA or EUROPE! This saved over 500,000 American… https://t.co/1ErH10MnT6","['would', 'shutdown', 'flights', 'china', 'europe', 'saved']",0,0.0,0.641,0.359,0.4215,2.0,1.0,3.0,1.0,0.0
GJmn0077,@JoeBiden Joe Biden has been a known racist since before we even knew him. All the way back to the 70's and still t… https://t.co/aoqfCFlKkO,"['joe', 'biden', 'known', 'racist', 'since', 'even', 'knew', 'way', 'back', 'still']",0,0.308,0.692,0.0,-0.6124,2.0,1.0,4.0,1.0,1.0
ZeroSpinzone,"@KamalaHarris @JoeBiden Trump gives his entire $400,000 per year salary to charity... Joe Biden give $369 per year to charity.","['trump', 'gives', 'entire', 'per', 'year', 'salary', 'charity', 'joe', 'biden', 'give', 'per', 'year', 'charity']",0,0.0,0.663,0.337,0.6808,2.0,1.0,2.0,1.0,0.0
gregoryhottal,@Jillbiden46 @JoeBiden I voted Yesterday by mail for Joe Biden California ballot are now paper ballots not chads.,"['voted', 'yesterday', 'mail', 'joe', 'biden', 'california', 'ballot', 'paper', 'ballots', 'chads']",0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0
BigChrisSmack,@VoteBluePA @JoeBiden Politicians lie.  All of them.    Voting just blue is a huge problem.   Time to cut party pol… https://t.co/vGMmFf0wdl,"['politicians', 'lie', 'voting', 'blue', 'huge', 'problem', 'time', 'cut', 'party']",1,0.324,0.338,0.338,0.0516,2.0,0.0,3.0,1.0,1.0
prairiepeach_,"@JoeBiden new campaign slogan idea:
They say “drain the swamp”?
We say “swat the flies”
I’m not Joe Biden but I approve this message.","['new', 'campaign', 'slogan', 'idea', 'say', 'drain', 'swamp', 'say', 'swat', 'flies', 'joe', 'biden', 'approve', 'message']",1,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
Shawn__Duncan,"@RealJamesWoods @SenKamalaHarris and @JoeBiden will not answer the question, will you pack the courts? The real que… https://t.co/n1tom5eqzL","['answer', 'question', 'pack', 'courts', 'real']",1,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0
yutobatista,"@KamalaHarris @JoeBiden You American voter, you will vote for a democrat candidate who weakens girls. JOE BIDEN tra… https://t.co/AnVEjcJX7Q","['american', 'voter', 'vote', 'democrat', 'candidate', 'weakens', 'girls', 'joe', 'biden']",0,0.223,0.777,0.0,-0.3182,2.0,2.0,3.0,1.0,0.0
devingatton,"Had he done so, he might have gotten @JoeBiden to do what @KamalaHarris did tonight for me - get me to vote for… https://t.co/X2LE3f3cXG","['done', 'might', 'gotten', 'tonight', 'get', 'vote']",0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
McCabeTJ,@GlutenFreeGanja @HTTRWahoowa @JoeBiden Trump isn’t doing anything illegal. He is utilizing business tax deductions… https://t.co/seykFyw9QF,"['trump', 'anything', 'illegal', 'utilizing', 'business', 'tax']",-1,0.419,0.581,0.0,-0.5574,2.0,1.0,2.0,1.0,0.0
Cafe_Raul,@JoeBiden Cubans for Joe Biden,"['cubans', 'joe', 'biden']",0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
bangcolt,@corvusglaive19 @toppr0sp3ct @ColinCowherd Has Joe Biden given anyone a reason to vote for him other than him not being Donald Trump?,"['joe', 'biden', 'given', 'anyone', 'reason', 'vote', 'donald', 'trump']",0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0
2kYungBoy,"This has been a weird ass 2020 presidential debate lately huh like wtf in mike pence eye 🤔🤨🧐

Donald Biden COVID CO… https://t.co/3lduwFAk1X","['weird', 'ass', 'presidential', 'debate', 'lately', 'huh', 'like', 'wtf', 'mike', 'pence', 'eye', 'donald', 'biden', 'covid']",-1,0.419,0.465,0.116,-0.7579,2.0,0.0,2.0,1.0,1.0
Poohintraining,"Nearly 500 generals, admirals endorse Joe Biden blast Donald Trump
https://t.co/2CZb2xQPDT","['nearly', 'generals', 'admirals', 'endorse', 'joe', 'biden', 'blast', 'donald', 'trump']",1,0.0,0.593,0.407,0.5859,3.0,0.0,1.0,1.0,1.0
fowlmouthfarm,@JoeBiden Lying Joe Biden,"['lying', 'joe', 'biden']",0,0.63,0.37,0.0,-0.5267,1.0,0.0,1.0,1.0,0.0
simonmesserly,@JoeBiden A Biden-Harris administration will make Trump pay his taxes!,"['administration', 'make', 'trump', 'pay', 'taxes']",0,0.259,0.741,0.0,-0.1027,2.0,1.0,1.0,0.0,0.0
Elizabe03220700,"@MittRomney @UtahDebateCom @UUtah How do you as a LDS. choose who to lead?..it must be so difficult.i am LDS, live… https://t.co/0VW4ec3lhu","['lds', 'choose', 'lead', 'must', 'lds']",0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0
willydoss85,@Carrie_Kelly17 @RobertZapp @T_muny @latimes Poor people pay taxes. Donald Trump doesn’t pay taxes. https://t.co/ExXRChyky9,"['poor', 'people', 'pay', 'taxes', 'donald', 'trump', 'pay', 'taxes']",-1,0.541,0.459,0.0,-0.5994,3.0,0.0,1.0,1.0,0.0
lroerig1255,@latimes It looks like Donald Trump at the first debate snarling at Biden and Chris Wallace.,"['looks', 'like', 'donald', 'trump', 'first', 'debate', 'snarling', 'biden', 'chris', 'wallace']",1,0.0,0.783,0.217,0.3612,3.0,1.0,1.0,1.0,0.0
Walker1world,"@govkristinoem @ABC 8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the cou… https://t.co/cJdhNKVhc5","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@benshapiro 8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court....… https://t.co/HFqXFsPLUE","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@RyanAFournier 8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court...… https://t.co/lUVOQS67ug","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"8 days since the presidential  debate, Joe Biden still won't answer the if he will pack the court.... 

It is Day 8… https://t.co/FM6Ve5RAlr","['days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court', 'day']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@realDonaldTrump @kimKBaltimore Huge win. 

8 days since the presidential  debate, Joe Biden still won't answer the… https://t.co/dIUJROLdfD","['huge', 'win', 'days', 'since', 'presidential', 'debate', 'joe', 'biden', 'still', 'answer']",1,0.0,0.567,0.433,0.7269,3.0,0.0,3.0,1.0,1.0
Evelyn69049833,"@JoeBiden Please, Joe Biden don’t debate Donald Trump, because he is not well. He will get you sick and we won’t ha… https://t.co/P8uOz3CEWo","['please', 'joe', 'biden', 'debate', 'donald', 'trump', 'well', 'get', 'sick']",-1,0.241,0.438,0.321,0.0258,2.0,1.0,3.0,1.0,1.0
VariceA,@JoeBiden 😂😂😂love you President Joe Biden,"['president', 'joe', 'biden']",0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
casaninopdx,"@TomFitton @GenFlynn Did you see Barr was caught altering the Flynn documents? 

""Justice Department acknowledges ‘… https://t.co/zkV6sgIbFV","['see', 'barr', 'caught', 'altering', 'flynn', 'documents', 'justice', 'department', 'acknowledges']",0,0.0,0.702,0.298,0.5267,2.0,1.0,5.0,0.0,0.0
TheatreChat,@JoeBiden we know you are ready! @KamalaHarris amazing! Take out the fly! This was #RBG coming back so you could sm… https://t.co/2iO6B5ihcH,"['know', 'ready', 'amazing', 'take', 'fly', 'rbg', 'coming', 'back', 'could']",1,0.0,0.526,0.474,0.743,2.0,1.0,4.0,1.0,1.0
gainesberries,"@bennyjohnson @KamalaHarris @JoeBiden Which is why she said JOE BIDEN, the guy who will be her boss, will not ban i… https://t.co/16BY3lvfuO","['said', 'joe', 'biden', 'guy', 'boss', 'ban']",0,0.419,0.581,0.0,-0.5574,2.0,3.0,3.0,1.0,2.0
envisionDave,"@JoeBiden @KamalaHarris You’re not Joe Biden, you’re a 20-something staffer. Joe was already in bed by 3:00 pm","['joe', 'biden', 'staffer', 'joe', 'already', 'bed']",0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0
jammerx67,"@JoeBiden @KamalaHarris Since you’re up please defend this:  
  Joe Biden said that he would end fracking, during a… https://t.co/6hI1G6djuG","['since', 'please', 'defend', 'joe', 'biden', 'said', 'would', 'end', 'fracking']",0,0.0,0.777,0.223,0.3182,2.0,1.0,3.0,1.0,0.0
natfinn,"Who won? The truth sure didn't.

#VPDebate2020
#factchecking

https://t.co/JcdWemdxcU","['truth', 'sure', 'factchecking']",1,0.0,0.179,0.821,0.5574,1.0,1.0,2.0,1.0,0.0
Melmel624,@T_S_P_O_O_K_Y @JoeBiden @KamalaHarris No one has to confirm Joe Biden gave the eulogy at Senator Byrds funeral...… https://t.co/xZto3GFn47,"['one', 'confirm', 'joe', 'biden', 'gave', 'eulogy', 'senator', 'byrds', 'funeral']",0,0.238,0.762,0.0,-0.3612,2.0,0.0,3.0,1.0,0.0
rbestwebs,@platform_is @Is_DJT_Barabbas @kayms99 @charliekirk11 @POTUS @realDonaldTrump @JoeBiden @SenKamalaHarris Biden is t… https://t.co/LFzCCBELT7,['biden'],0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
MrOfficial73,@JoeBiden You are so two faced. Your new nickname should be chameleon Biden because you say whatever you Need to sa… https://t.co/PAquLziaG5,"['two', 'faced', 'new', 'nickname', 'chameleon', 'biden', 'say', 'whatever', 'need']",1,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0
KLehneiswxguy,"@ABC @KamalaHarris @JoeBiden MORE LIES by Kamala Harris! Trump has repeatedly condemned White Supremacists, Neo-Naz… https://t.co/WY3MepWnSC","['lies', 'kamala', 'harris', 'trump', 'repeatedly', 'condemned', 'white', 'supremacists']",0,0.606,0.394,0.0,-0.7717,2.0,0.0,2.0,1.0,1.0
DanLeach971,"HONEST QUESTION: If you had your choice voting for Donald Trump, Joe Biden, or the Fly who gets your check mark","['honest', 'question', 'choice', 'voting', 'donald', 'trump', 'joe', 'biden', 'fly', 'gets', 'check', 'mark']",1,0.0,0.769,0.231,0.5106,2.0,3.0,2.0,0.0,0.0
csherburne7,@cami_cecelia @m_dot_wash It was an honest mistake that you’re looking too deep into 😂 Every day you hear people sa… https://t.co/KAvVozU0Ew,"['honest', 'mistake', 'looking', 'deep', 'every', 'day', 'hear', 'people']",1,0.205,0.513,0.282,0.2263,3.0,1.0,4.0,1.0,1.0
union1484,Increasing workers’ rights to unionize &amp; collectively bargain will be an essential component of the @JoeBiden-… https://t.co/AIGQpHCe3f,"['increasing', 'workers', 'rights', 'unionize', 'amp', 'collectively', 'bargain', 'essential', 'component']",0,0.0,0.816,0.184,0.2023,3.0,0.0,2.0,1.0,1.0
JoaoEnsina,@JoeBiden @KamalaHarris how to draw joe biden in honor of step by step #joebiden #JoeBidenForPresident2020… https://t.co/WFk2eAciv6,"['draw', 'joe', 'biden', 'honor', 'step', 'step', 'joebiden']",0,0.0,0.652,0.348,0.4939,2.0,0.0,1.0,1.0,1.0
callmejre,Please Joe Biden do not F this up. The election is literally in your hands. Only you can ruin this. @JoeBiden,"['please', 'joe', 'biden', 'election', 'literally', 'hands', 'ruin']",0,0.342,0.45,0.207,-0.3612,2.0,2.0,3.0,1.0,1.0
Kevin_Bogart,"I really hate Donald Trump, Mike Pence, Joe Biden, and Kamala Harris.","['really', 'hate', 'donald', 'trump', 'mike', 'pence', 'joe', 'biden', 'kamala', 'harris']",-1,0.307,0.693,0.0,-0.6115,1.0,1.0,1.0,0.0,1.0
titorolo,"Even though I am pro Joe Biden and Senator Harris, I prefer Mike Pense over Donald Trump. At least you can hear the… https://t.co/2m8rpSoVTg","['even', 'though', 'pro', 'joe', 'biden', 'senator', 'harris', 'prefer', 'mike', 'pense', 'donald', 'trump', 'least', 'hear']",-1,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0
HookerShirley,“Your party has spent the last 3 1/2 years trying to overturn the results of the last election … when Joe Biden was… https://t.co/1audd3zFAD,"['party', 'spent', 'last', 'years', 'trying', 'overturn', 'results', 'last', 'election', 'joe', 'biden']",-1,0.0,0.787,0.213,0.4019,3.0,0.0,5.0,1.0,1.0
Chienreaver,@JoeBiden thank you harris tonight you have shown me your not ready to be VP and gave me more reasons why biden sho… https://t.co/0txaADR42I,"['thank', 'harris', 'tonight', 'shown', 'ready', 'gave', 'reasons', 'biden']",1,0.0,0.545,0.455,0.6124,3.0,2.0,4.0,2.0,2.0
animalfriend1,"@JoeBiden @KamalaHarris Keeps being interrupted just like trump did to you,why isn't kamala rebutting that bullshit… https://t.co/2Uvy175r1k","['keeps', 'interrupted', 'like', 'trump', 'kamala', 'rebutting']",0,0.253,0.46,0.287,0.0772,2.0,0.0,4.0,1.0,1.0
tamia_dunlap,"Kyle, honey, Donald Trump has condemned white supremacy repeatedly. Maybe Joe Biden should condemn them now conside… https://t.co/5dwb38Agpa","['kyle', 'honey', 'donald', 'trump', 'condemned', 'white', 'supremacy', 'repeatedly', 'maybe', 'joe', 'biden', 'condemn']",0,0.35,0.573,0.076,-0.6486,2.0,1.0,4.0,1.0,1.0
Ben_M_Berry,"Pence: “Donald Trump has launched a movement of everyday people”....

... to vote for Joe Biden","['pence', 'donald', 'trump', 'launched', 'movement', 'everyday', 'people', 'vote', 'joe', 'biden']",-1,0.0,0.857,0.143,0.128,2.0,0.0,3.0,1.0,0.0
tomfeddor,"Join me in supporting Joe Biden @KamalaHarris @JoeBiden #VOTE #VPDebate #VPDebate2020 
#BidenHarris2020 #Biden2020… https://t.co/ijTcCx4R8y","['join', 'supporting', 'joe', 'biden', 'vote', 'vpdebate']",1,0.0,0.44,0.56,0.6249,2.0,1.0,2.0,0.0,0.0
KevinMLevy,"Joe Biden has gathered a broad bipartisan coalition of national security, foreign policy, and elder statesmen to su… https://t.co/24844IWgdl","['joe', 'biden', 'gathered', 'broad', 'bipartisan', 'coalition', 'national', 'security', 'foreign', 'policy', 'elder', 'statesmen']",-1,0.0,0.821,0.179,0.34,3.0,0.0,3.0,1.0,0.0
TraitorTrumpKFC,"""If u add up the states that are currently rated as solidly Biden (203 electoral votes) + those leaning Biden (87 e… https://t.co/Rl7kr1ZQKg","['add', 'states', 'currently', 'rated', 'solidly', 'biden', 'electoral', 'votes', 'leaning', 'biden']",0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0
